"Rank","Company","State","Industry","Score","Environmental.Score","Social.Score","Corporate.Governance","HTICK","date","SICCD","PRC","RET","SHROUT","sprtrn","ind","fyear","at","revt"
131,"Exelon","Illinois","Energy & Utilities",71.2,48.1,97.7,67.8,"EXC",20191126,4911,44.01,-0.003622,972109,0.002196,"d",2019,124977,34438
131,"Exelon","Illinois","Energy & Utilities",71.2,48.1,97.7,67.8,"EXC",20191127,4911,44.27,0.005908,972109,0.004174,"d",2019,124977,34438
132,"Marathon Oil","Texas","Energy & Utilities",71.1,33.7,89.6,90.2,"MRO",20191120,1382,11.69,0.02007,804042,-0.003756,"d",2019,20245,4991
132,"Marathon Oil","Texas","Energy & Utilities",71.1,33.7,89.6,90.2,"MRO",20191121,1382,11.89,0.017109,804042,-0.001583,"d",2019,20245,4991
132,"Marathon Oil","Texas","Energy & Utilities",71.1,33.7,89.6,90.2,"MRO",20191122,1382,12.2,0.026072,804042,0.002175,"d",2019,20245,4991
132,"Marathon Oil","Texas","Energy & Utilities",71.1,33.7,89.6,90.2,"MRO",20191125,1382,12.11,-0.007377,804042,0.007507,"d",2019,20245,4991
132,"Marathon Oil","Texas","Energy & Utilities",71.1,33.7,89.6,90.2,"MRO",20191126,1382,11.83,-0.023121,804042,0.002196,"d",2019,20245,4991
132,"Marathon Oil","Texas","Energy & Utilities",71.1,33.7,89.6,90.2,"MRO",20191127,1382,11.88,0.004227,804042,0.004174,"d",2019,20245,4991
133,"Dominion Energy","Virginia","Energy & Utilities",71.1,50.8,86.2,76.5,"D",20191120,4911,82.9,0.005824,821915,-0.003756,"d",2019,103823,16572
133,"Dominion Energy","Virginia","Energy & Utilities",71.1,50.8,86.2,76.5,"D",20191121,4911,83.02,0.001447,821915,-0.001583,"d",2019,103823,16572
133,"Dominion Energy","Virginia","Energy & Utilities",71.1,50.8,86.2,76.5,"D",20191122,4911,83.24,0.00265,821915,0.002175,"d",2019,103823,16572
133,"Dominion Energy","Virginia","Energy & Utilities",71.1,50.8,86.2,76.5,"D",20191125,4911,83.23,-0.00012,821915,0.007507,"d",2019,103823,16572
133,"Dominion Energy","Virginia","Energy & Utilities",71.1,50.8,86.2,76.5,"D",20191126,4911,83.46,0.002763,821915,0.002196,"d",2019,103823,16572
133,"Dominion Energy","Virginia","Energy & Utilities",71.1,50.8,86.2,76.5,"D",20191127,4911,83.08,-0.004553,821915,0.004174,"d",2019,103823,16572
134,"Humana","Kentucky","Health Care & Life Sciences",71.1,62.4,72.8,78.3,"HUM",20191120,6324,337.76999,0.004879,135089,-0.003756,"d",2019,29074,64888
134,"Humana","Kentucky","Health Care & Life Sciences",71.1,62.4,72.8,78.3,"HUM",20191121,6321,338.47,0.002072,135089,-0.001583,"d",2019,29074,64888
134,"Humana","Kentucky","Health Care & Life Sciences",71.1,62.4,72.8,78.3,"HUM",20191122,6321,338.23999,-0.00068,135089,0.002175,"d",2019,29074,64888
134,"Humana","Kentucky","Health Care & Life Sciences",71.1,62.4,72.8,78.3,"HUM",20191125,6321,344.82001,0.019454,135089,0.007507,"d",2019,29074,64888
134,"Humana","Kentucky","Health Care & Life Sciences",71.1,62.4,72.8,78.3,"HUM",20191126,6321,342.09,-0.007917,135089,0.002196,"d",2019,29074,64888
134,"Humana","Kentucky","Health Care & Life Sciences",71.1,62.4,72.8,78.3,"HUM",20191127,6321,341.94,-0.000438,135089,0.004174,"d",2019,29074,64888
135,"Greif","Ohio","Materials",71.1,76.2,57.5,79.7,"GEF",20191120,2652,41.12,-0.016268,26258,-0.003756,"d",2019,5426.7,4595
135,"Greif","Ohio","Materials",71.1,76.2,57.5,79.7,"GEF",20191121,2652,40.95,-0.004134,26258,-0.001583,"d",2019,5426.7,4595
135,"Greif","Ohio","Materials",71.1,76.2,57.5,79.7,"GEF",20191122,2652,41.62,0.016361,26258,0.002175,"d",2019,5426.7,4595
135,"Greif","Ohio","Materials",71.1,76.2,57.5,79.7,"GEF",20191125,2652,42.46,0.020183,26258,0.007507,"d",2019,5426.7,4595
135,"Greif","Ohio","Materials",71.1,76.2,57.5,79.7,"GEF",20191126,2652,43.12,0.015544,26258,0.002196,"d",2019,5426.7,4595
135,"Greif","Ohio","Materials",71.1,76.2,57.5,79.7,"GEF",20191127,2652,43.45,0.007653,26258,0.004174,"d",2019,5426.7,4595
135,"Greif","Ohio","Materials",71.1,76.2,57.5,79.7,"GEF",20191120,2652,52.15,-0.012311,22008,-0.003756,"d",2019,5426.7,4595
135,"Greif","Ohio","Materials",71.1,76.2,57.5,79.7,"GEF",20191121,2652,52.25,0.001918,22008,-0.001583,"d",2019,5426.7,4595
135,"Greif","Ohio","Materials",71.1,76.2,57.5,79.7,"GEF",20191122,2652,53.84,0.030431,22008,0.002175,"d",2019,5426.7,4595
135,"Greif","Ohio","Materials",71.1,76.2,57.5,79.7,"GEF",20191125,2652,54.34,0.009287,22008,0.007507,"d",2019,5426.7,4595
135,"Greif","Ohio","Materials",71.1,76.2,57.5,79.7,"GEF",20191126,2652,53.71,-0.011594,22008,0.002196,"d",2019,5426.7,4595
135,"Greif","Ohio","Materials",71.1,76.2,57.5,79.7,"GEF",20191127,2652,54.28,0.010613,22008,0.004174,"d",2019,5426.7,4595
136,"Iron Mountain","Massachusetts","Software & Telecom",71.1,56.5,78.7,78.1,"IRM",20191120,4226,34.07,0.003239,287143,-0.003756,"d",2019,13816.816,4262.584
136,"Iron Mountain","Massachusetts","Software & Telecom",71.1,56.5,78.7,78.1,"IRM",20191121,4226,33.55,-0.015263,287143,-0.001583,"d",2019,13816.816,4262.584
136,"Iron Mountain","Massachusetts","Software & Telecom",71.1,56.5,78.7,78.1,"IRM",20191122,4226,33.79,0.007154,287143,0.002175,"d",2019,13816.816,4262.584
136,"Iron Mountain","Massachusetts","Software & Telecom",71.1,56.5,78.7,78.1,"IRM",20191125,4226,34.05,0.007695,287143,0.007507,"d",2019,13816.816,4262.584
136,"Iron Mountain","Massachusetts","Software & Telecom",71.1,56.5,78.7,78.1,"IRM",20191126,4226,32.6,-0.042584,287143,0.002196,"d",2019,13816.816,4262.584
136,"Iron Mountain","Massachusetts","Software & Telecom",71.1,56.5,78.7,78.1,"IRM",20191127,4226,31.98,-0.019018,287143,0.004174,"d",2019,13816.816,4262.584
137,"Deckers Outdoor","California","Consumer Goods",71,42.3,81.1,89.6,"DECK",20191120,3021,160.25,-0.023878,28881,-0.003756,"d",2019,1765.118,2132.689
137,"Deckers Outdoor","California","Consumer Goods",71,42.3,81.1,89.6,"DECK",20191121,3021,157.28,-0.018534,28881,-0.001583,"d",2019,1765.118,2132.689
137,"Deckers Outdoor","California","Consumer Goods",71,42.3,81.1,89.6,"DECK",20191122,3021,159.55,0.014433,28881,0.002175,"d",2019,1765.118,2132.689
137,"Deckers Outdoor","California","Consumer Goods",71,42.3,81.1,89.6,"DECK",20191125,3021,164.52,0.03115,28881,0.007507,"d",2019,1765.118,2132.689
137,"Deckers Outdoor","California","Consumer Goods",71,42.3,81.1,89.6,"DECK",20191126,3021,167.58,0.0186,28881,0.002196,"d",2019,1765.118,2132.689
137,"Deckers Outdoor","California","Consumer Goods",71,42.3,81.1,89.6,"DECK",20191127,3021,168.87,0.007698,28881,0.004174,"d",2019,1765.118,2132.689
138,"Freeport-McMoRan","Arizona","Materials",70.9,48.2,79.7,84.9,"FCX",20191120,1021,11.03,-0.022163,1450891,-0.003756,"d",2019,40809,14568
138,"Freeport-McMoRan","Arizona","Materials",70.9,48.2,79.7,84.9,"FCX",20191121,1021,11.01,-0.001813,1450891,-0.001583,"d",2019,40809,14568
138,"Freeport-McMoRan","Arizona","Materials",70.9,48.2,79.7,84.9,"FCX",20191122,1021,11.35,0.030881,1450891,0.002175,"d",2019,40809,14568
138,"Freeport-McMoRan","Arizona","Materials",70.9,48.2,79.7,84.9,"FCX",20191125,1021,11.66,0.027313,1450891,0.007507,"d",2019,40809,14568
138,"Freeport-McMoRan","Arizona","Materials",70.9,48.2,79.7,84.9,"FCX",20191126,1021,11.71,0.004288,1450891,0.002196,"d",2019,40809,14568
138,"Freeport-McMoRan","Arizona","Materials",70.9,48.2,79.7,84.9,"FCX",20191127,1021,11.61,-0.00854,1450891,0.004174,"d",2019,40809,14568
139,"Abbott","Illinois","Health Care & Life Sciences",70.8,69.1,79.6,63.9,"ABT",20191120,5047,83.89,-0.004746,1768456,-0.003756,"d",2019,67887,31904
139,"Abbott","Illinois","Health Care & Life Sciences",70.8,69.1,79.6,63.9,"ABT",20191121,5047,83.68,-0.002503,1768456,-0.001583,"d",2019,67887,31904
139,"Abbott","Illinois","Health Care & Life Sciences",70.8,69.1,79.6,63.9,"ABT",20191122,5047,83.74,0.000717,1768456,0.002175,"d",2019,67887,31904
139,"Abbott","Illinois","Health Care & Life Sciences",70.8,69.1,79.6,63.9,"ABT",20191125,5047,84.49,0.008956,1768456,0.007507,"d",2019,67887,31904
139,"Abbott","Illinois","Health Care & Life Sciences",70.8,69.1,79.6,63.9,"ABT",20191126,5047,85.42,0.011007,1768456,0.002196,"d",2019,67887,31904
139,"Abbott","Illinois","Health Care & Life Sciences",70.8,69.1,79.6,63.9,"ABT",20191127,5047,85.42,0,1768456,0.004174,"d",2019,67887,31904
140,"Kroger","Ohio","Retail",70.6,61.7,69.4,80.9,"KR",20191120,5411,26.59,-0.010421,801621,-0.003756,"d",2019,45256,122286
140,"Kroger","Ohio","Retail",70.6,61.7,69.4,80.9,"KR",20191121,5411,26.7,0.004137,801621,-0.001583,"d",2019,45256,122286
140,"Kroger","Ohio","Retail",70.6,61.7,69.4,80.9,"KR",20191122,5411,27.05,0.013109,801621,0.002175,"d",2019,45256,122286
140,"Kroger","Ohio","Retail",70.6,61.7,69.4,80.9,"KR",20191125,5411,27,-0.001848,801621,0.007507,"d",2019,45256,122286
140,"Kroger","Ohio","Retail",70.6,61.7,69.4,80.9,"KR",20191126,5411,27.04,0.001482,801621,0.002196,"d",2019,45256,122286
140,"Kroger","Ohio","Retail",70.6,61.7,69.4,80.9,"KR",20191127,5411,27.23,0.007027,801621,0.004174,"d",2019,45256,122286
141,"Southern","Georgia","Energy & Utilities",70.5,49.9,89.1,72.6,"SO",20191120,4911,62.78,0.009163,1048734,-0.003756,"d",2019,118700,21419
141,"Southern","Georgia","Energy & Utilities",70.5,49.9,89.1,72.6,"SO",20191121,4911,62.68,-0.001593,1048734,-0.001583,"d",2019,118700,21419
141,"Southern","Georgia","Energy & Utilities",70.5,49.9,89.1,72.6,"SO",20191122,4911,62.89,0.00335,1048734,0.002175,"d",2019,118700,21419
141,"Southern","Georgia","Energy & Utilities",70.5,49.9,89.1,72.6,"SO",20191125,4911,62.18,-0.01129,1048734,0.007507,"d",2019,118700,21419
141,"Southern","Georgia","Energy & Utilities",70.5,49.9,89.1,72.6,"SO",20191126,4911,62.25,0.001126,1048734,0.002196,"d",2019,118700,21419
141,"Southern","Georgia","Energy & Utilities",70.5,49.9,89.1,72.6,"SO",20191127,4911,62.31,0.000964,1048734,0.004174,"d",2019,118700,21419
142,"Deere & Company","Illinois","Capital Goods",70.5,55.4,80.7,75.4,"DE",20191120,3523,172.07001,-0.009099,314873,-0.003756,"d",2019,73011,39258
142,"Deere & Company","Illinois","Capital Goods",70.5,55.4,80.7,75.4,"DE",20191121,3523,176.03,0.023014,314873,-0.001583,"d",2019,73011,39258
142,"Deere & Company","Illinois","Capital Goods",70.5,55.4,80.7,75.4,"DE",20191122,3523,175.38,-0.003693,314873,0.002175,"d",2019,73011,39258
142,"Deere & Company","Illinois","Capital Goods",70.5,55.4,80.7,75.4,"DE",20191125,3523,176.61,0.007013,314873,0.007507,"d",2019,73011,39258
142,"Deere & Company","Illinois","Capital Goods",70.5,55.4,80.7,75.4,"DE",20191126,3523,176.64999,0.000226,314873,0.002196,"d",2019,73011,39258
142,"Deere & Company","Illinois","Capital Goods",70.5,55.4,80.7,75.4,"DE",20191127,3523,169.06,-0.042966,314873,0.004174,"d",2019,73011,39258
143,"AbbVie","Illinois","Health Care & Life Sciences",70.5,49.9,86.9,74.7,"ABBV",20191120,2834,87.2,-0.020445,1478484,-0.003756,"d",2019,89115,33266
143,"AbbVie","Illinois","Health Care & Life Sciences",70.5,49.9,86.9,74.7,"ABBV",20191121,2834,86.52,-0.007798,1478484,-0.001583,"d",2019,89115,33266
143,"AbbVie","Illinois","Health Care & Life Sciences",70.5,49.9,86.9,74.7,"ABBV",20191122,2834,86.05,-0.005432,1478484,0.002175,"d",2019,89115,33266
143,"AbbVie","Illinois","Health Care & Life Sciences",70.5,49.9,86.9,74.7,"ABBV",20191125,2834,87.76,0.019872,1478484,0.007507,"d",2019,89115,33266
143,"AbbVie","Illinois","Health Care & Life Sciences",70.5,49.9,86.9,74.7,"ABBV",20191126,2834,87.72,-0.000456,1478484,0.002196,"d",2019,89115,33266
143,"AbbVie","Illinois","Health Care & Life Sciences",70.5,49.9,86.9,74.7,"ABBV",20191127,2834,88.33,0.006954,1478484,0.004174,"d",2019,89115,33266
144,"Edison International","California","Energy & Utilities",70.4,49,94,68.3,"EIX",20191120,4911,70.92,0.029916,358601,-0.003756,"d",2019,64382,12347
144,"Edison International","California","Energy & Utilities",70.4,49,94,68.3,"EIX",20191121,4911,71.01,0.001269,358601,-0.001583,"d",2019,64382,12347
144,"Edison International","California","Energy & Utilities",70.4,49,94,68.3,"EIX",20191122,4911,71.25,0.00338,358601,0.002175,"d",2019,64382,12347
144,"Edison International","California","Energy & Utilities",70.4,49,94,68.3,"EIX",20191125,4911,70.28,-0.013614,358601,0.007507,"d",2019,64382,12347
144,"Edison International","California","Energy & Utilities",70.4,49,94,68.3,"EIX",20191126,4911,69,-0.018213,358601,0.002196,"d",2019,64382,12347
144,"Edison International","California","Energy & Utilities",70.4,49,94,68.3,"EIX",20191127,4911,69.83,0.012029,358601,0.004174,"d",2019,64382,12347
145,"Intuit","California","Software & Telecom",70.4,46.6,80.4,84.1,"INTU",20191120,7370,273.48001,0.004481,260300,-0.003756,"d",2019,6283,6784
145,"Intuit","California","Software & Telecom",70.4,46.6,80.4,84.1,"INTU",20191121,7370,271.14999,-0.00852,260300,-0.001583,"d",2019,6283,6784
145,"Intuit","California","Software & Telecom",70.4,46.6,80.4,84.1,"INTU",20191122,7370,259.81,-0.041822,260300,0.002175,"d",2019,6283,6784
145,"Intuit","California","Software & Telecom",70.4,46.6,80.4,84.1,"INTU",20191125,7370,257.07001,-0.010546,260307,0.007507,"d",2019,6283,6784
145,"Intuit","California","Software & Telecom",70.4,46.6,80.4,84.1,"INTU",20191126,7370,265.88,0.034271,260307,0.002196,"d",2019,6283,6784
145,"Intuit","California","Software & Telecom",70.4,46.6,80.4,84.1,"INTU",20191127,7370,262.14999,-0.014029,260307,0.004174,"d",2019,6283,6784
146,"Caesars Entertainment","Nevada","Entertainment, Leisure & Dining",70.3,56.5,90.2,64.3,"CZR",20191120,9999,13.06,0,680655,-0.003756,"d",2019,5640.553,2528.249
146,"Caesars Entertainment","Nevada","Entertainment, Leisure & Dining",70.3,56.5,90.2,64.3,"CZR",20191121,9999,12.99,-0.00536,680655,-0.001583,"d",2019,5640.553,2528.249
146,"Caesars Entertainment","Nevada","Entertainment, Leisure & Dining",70.3,56.5,90.2,64.3,"CZR",20191122,9999,13,0.00077,680655,0.002175,"d",2019,5640.553,2528.249
146,"Caesars Entertainment","Nevada","Entertainment, Leisure & Dining",70.3,56.5,90.2,64.3,"CZR",20191125,9999,13.09,0.006923,680655,0.007507,"d",2019,5640.553,2528.249
146,"Caesars Entertainment","Nevada","Entertainment, Leisure & Dining",70.3,56.5,90.2,64.3,"CZR",20191126,9999,13.08,-0.000764,680655,0.002196,"d",2019,5640.553,2528.249
146,"Caesars Entertainment","Nevada","Entertainment, Leisure & Dining",70.3,56.5,90.2,64.3,"CZR",20191127,9999,13.06,-0.001529,680655,0.004174,"d",2019,5640.553,2528.249
147,"Regions","Alabama","Financial",70.3,69,82.9,59.1,"RF",20191120,6021,16.41,-0.006659,964000,-0.003756,"d",2019,126240,6755
147,"Regions","Alabama","Financial",70.3,69,82.9,59.1,"RF",20191121,6021,16.49,0.004875,964000,-0.001583,"d",2019,126240,6755
147,"Regions","Alabama","Financial",70.3,69,82.9,59.1,"RF",20191122,6021,16.67,0.010916,964000,0.002175,"d",2019,126240,6755
147,"Regions","Alabama","Financial",70.3,69,82.9,59.1,"RF",20191125,6021,16.84,0.010198,964000,0.007507,"d",2019,126240,6755
147,"Regions","Alabama","Financial",70.3,69,82.9,59.1,"RF",20191126,6021,16.59,-0.014846,964000,0.002196,"d",2019,126240,6755
147,"Regions","Alabama","Financial",70.3,69,82.9,59.1,"RF",20191127,6021,16.74,0.009042,964000,0.004174,"d",2019,126240,6755
148,"Entergy","Louisiana","Energy & Utilities",70.3,40.9,93,77,"ETR",20191120,4911,117.06,0.007488,199087,-0.003756,"d",2019,51723.912,10878.673
148,"Entergy","Louisiana","Energy & Utilities",70.3,40.9,93,77,"ETR",20191121,4911,115.9,-0.009909,199087,-0.001583,"d",2019,51723.912,10878.673
148,"Entergy","Louisiana","Energy & Utilities",70.3,40.9,93,77,"ETR",20191122,4911,115.72,-0.001553,199087,0.002175,"d",2019,51723.912,10878.673
148,"Entergy","Louisiana","Energy & Utilities",70.3,40.9,93,77,"ETR",20191125,4911,115.38,-0.002938,199087,0.007507,"d",2019,51723.912,10878.673
148,"Entergy","Louisiana","Energy & Utilities",70.3,40.9,93,77,"ETR",20191126,4911,116.47,0.009447,199087,0.002196,"d",2019,51723.912,10878.673
148,"Entergy","Louisiana","Energy & Utilities",70.3,40.9,93,77,"ETR",20191127,4911,116.92,0.003864,199087,0.004174,"d",2019,51723.912,10878.673
150,"Norfolk Southern","Virginia","Travel, Transport & Logistics",70.2,59.9,78,72.9,"NSC",20191120,4011,189.88,-0.014123,260747,-0.003756,"d",2019,37923,11296
150,"Norfolk Southern","Virginia","Travel, Transport & Logistics",70.2,59.9,78,72.9,"NSC",20191121,4011,190.61,0.003845,260747,-0.001583,"d",2019,37923,11296
150,"Norfolk Southern","Virginia","Travel, Transport & Logistics",70.2,59.9,78,72.9,"NSC",20191122,4011,193.17999,0.013483,260747,0.002175,"d",2019,37923,11296
150,"Norfolk Southern","Virginia","Travel, Transport & Logistics",70.2,59.9,78,72.9,"NSC",20191125,4011,196.95,0.019516,260747,0.007507,"d",2019,37923,11296
150,"Norfolk Southern","Virginia","Travel, Transport & Logistics",70.2,59.9,78,72.9,"NSC",20191126,4011,196.21001,-0.003757,260747,0.002196,"d",2019,37923,11296
150,"Norfolk Southern","Virginia","Travel, Transport & Logistics",70.2,59.9,78,72.9,"NSC",20191127,4011,195.74001,-0.002395,260747,0.004174,"d",2019,37923,11296
151,"PayPal","California","Financial",70.2,53.6,80.5,76.6,"PYPL",20191120,9999,104.09,-0.008194,1174192,-0.003756,"d",2019,51333,17772
151,"PayPal","California","Financial",70.2,53.6,80.5,76.6,"PYPL",20191121,9999,102.55,-0.014795,1174192,-0.001583,"d",2019,51333,17772
151,"PayPal","California","Financial",70.2,53.6,80.5,76.6,"PYPL",20191122,9999,101.77,-0.007606,1174192,0.002175,"d",2019,51333,17772
151,"PayPal","California","Financial",70.2,53.6,80.5,76.6,"PYPL",20191125,9999,104.45,0.026334,1174192,0.007507,"d",2019,51333,17772
151,"PayPal","California","Financial",70.2,53.6,80.5,76.6,"PYPL",20191126,9999,106.2,0.016754,1174192,0.002196,"d",2019,51333,17772
151,"PayPal","California","Financial",70.2,53.6,80.5,76.6,"PYPL",20191127,9999,107.75,0.014595,1174192,0.004174,"d",2019,51333,17772
152,"WEC Energy Group","Wisconsin","Energy & Utilities",70.2,63,68.7,79,"WEC",20191120,4911,88.2,0.000794,315436,-0.003756,"d",2019,34951.8,7523.1
152,"WEC Energy Group","Wisconsin","Energy & Utilities",70.2,63,68.7,79,"WEC",20191121,4911,88.33,0.001474,315436,-0.001583,"d",2019,34951.8,7523.1
152,"WEC Energy Group","Wisconsin","Energy & Utilities",70.2,63,68.7,79,"WEC",20191122,4911,88.53,0.002264,315436,0.002175,"d",2019,34951.8,7523.1
152,"WEC Energy Group","Wisconsin","Energy & Utilities",70.2,63,68.7,79,"WEC",20191125,4911,88.1,-0.004857,315436,0.007507,"d",2019,34951.8,7523.1
152,"WEC Energy Group","Wisconsin","Energy & Utilities",70.2,63,68.7,79,"WEC",20191126,4911,89.03,0.010556,315436,0.002196,"d",2019,34951.8,7523.1
152,"WEC Energy Group","Wisconsin","Energy & Utilities",70.2,63,68.7,79,"WEC",20191127,4911,89.11,0.000899,315436,0.004174,"d",2019,34951.8,7523.1
153,"Devon Energy","Oklahoma","Energy & Utilities",70.2,55.1,74,81.5,"DVN",20191120,1382,21.95,0.021405,404200,-0.003756,"d",2019,13717,6220
153,"Devon Energy","Oklahoma","Energy & Utilities",70.2,55.1,74,81.5,"DVN",20191121,1382,22.77,0.037358,404200,-0.001583,"d",2019,13717,6220
153,"Devon Energy","Oklahoma","Energy & Utilities",70.2,55.1,74,81.5,"DVN",20191122,1382,22.77,0,404200,0.002175,"d",2019,13717,6220
153,"Devon Energy","Oklahoma","Energy & Utilities",70.2,55.1,74,81.5,"DVN",20191125,1382,22.74,-0.001318,404200,0.007507,"d",2019,13717,6220
153,"Devon Energy","Oklahoma","Energy & Utilities",70.2,55.1,74,81.5,"DVN",20191126,1382,22.26,-0.021108,404200,0.002196,"d",2019,13717,6220
153,"Devon Energy","Oklahoma","Energy & Utilities",70.2,55.1,74,81.5,"DVN",20191127,1382,22.51,0.011231,404200,0.004174,"d",2019,13717,6220
154,"Avanos Medical","Georgia","Health Care & Life Sciences",70.2,68.6,75,67,"AVNS",20191120,3845,33.62,0.017247,47710,-0.003756,"d",2019,1799.6,697.6
154,"Avanos Medical","Georgia","Health Care & Life Sciences",70.2,68.6,75,67,"AVNS",20191121,3845,33.99,0.011005,47710,-0.001583,"d",2019,1799.6,697.6
154,"Avanos Medical","Georgia","Health Care & Life Sciences",70.2,68.6,75,67,"AVNS",20191122,3845,34.36,0.010886,47710,0.002175,"d",2019,1799.6,697.6
154,"Avanos Medical","Georgia","Health Care & Life Sciences",70.2,68.6,75,67,"AVNS",20191125,3845,35.08,0.020955,47710,0.007507,"d",2019,1799.6,697.6
154,"Avanos Medical","Georgia","Health Care & Life Sciences",70.2,68.6,75,67,"AVNS",20191126,3845,34.55,-0.015108,47710,0.002196,"d",2019,1799.6,697.6
154,"Avanos Medical","Georgia","Health Care & Life Sciences",70.2,68.6,75,67,"AVNS",20191127,3845,34.78,0.006657,47710,0.004174,"d",2019,1799.6,697.6
155,"Southwest Airlines","Texas","Travel, Transport & Logistics",70.1,63.3,78.4,68.7,"LUV",20191120,4512,56.83,-0.012511,537517,-0.003756,"d",2019,25895,22428
155,"Southwest Airlines","Texas","Travel, Transport & Logistics",70.1,63.3,78.4,68.7,"LUV",20191121,4512,56.59,-0.004223,537517,-0.001583,"d",2019,25895,22428
155,"Southwest Airlines","Texas","Travel, Transport & Logistics",70.1,63.3,78.4,68.7,"LUV",20191122,4512,57.01,0.007422,537517,0.002175,"d",2019,25895,22428
155,"Southwest Airlines","Texas","Travel, Transport & Logistics",70.1,63.3,78.4,68.7,"LUV",20191125,4512,57.56,0.009647,537517,0.007507,"d",2019,25895,22428
155,"Southwest Airlines","Texas","Travel, Transport & Logistics",70.1,63.3,78.4,68.7,"LUV",20191126,4512,57.59,0.000521,537517,0.002196,"d",2019,25895,22428
155,"Southwest Airlines","Texas","Travel, Transport & Logistics",70.1,63.3,78.4,68.7,"LUV",20191127,4512,57.75,0.002778,537517,0.004174,"d",2019,25895,22428
156,"New Jersey Resources","New Jersey","Energy & Utilities",70.1,42.8,79.6,87.9,"NJR",20191120,4924,42.85,-0.003025,89980,-0.003756,"d",2019,4372.985,2592.045
156,"New Jersey Resources","New Jersey","Energy & Utilities",70.1,42.8,79.6,87.9,"NJR",20191121,4924,42.96,0.002567,89980,-0.001583,"d",2019,4372.985,2592.045
156,"New Jersey Resources","New Jersey","Energy & Utilities",70.1,42.8,79.6,87.9,"NJR",20191122,4924,42.78,-0.00419,89980,0.002175,"d",2019,4372.985,2592.045
156,"New Jersey Resources","New Jersey","Energy & Utilities",70.1,42.8,79.6,87.9,"NJR",20191125,4924,42.85,0.001636,89980,0.007507,"d",2019,4372.985,2592.045
156,"New Jersey Resources","New Jersey","Energy & Utilities",70.1,42.8,79.6,87.9,"NJR",20191126,4924,42.94,0.0021,89980,0.002196,"d",2019,4372.985,2592.045
156,"New Jersey Resources","New Jersey","Energy & Utilities",70.1,42.8,79.6,87.9,"NJR",20191127,4924,43.01,0.00163,89980,0.004174,"d",2019,4372.985,2592.045
157,"ManpowerGroup","Wisconsin","Professional Services",70.1,85.2,70.6,54.6,"MAN",20191120,7363,92.44,-0.00943,59840,-0.003756,"d",2019,9223.8,20863.5
157,"ManpowerGroup","Wisconsin","Professional Services",70.1,85.2,70.6,54.6,"MAN",20191121,7363,91.98,-0.004976,59840,-0.001583,"d",2019,9223.8,20863.5
157,"ManpowerGroup","Wisconsin","Professional Services",70.1,85.2,70.6,54.6,"MAN",20191122,7363,92.78,0.008697,59840,0.002175,"d",2019,9223.8,20863.5
157,"ManpowerGroup","Wisconsin","Professional Services",70.1,85.2,70.6,54.6,"MAN",20191125,7363,94.14,0.014658,59840,0.007507,"d",2019,9223.8,20863.5
157,"ManpowerGroup","Wisconsin","Professional Services",70.1,85.2,70.6,54.6,"MAN",20191126,7363,94.85,0.007542,59840,0.002196,"d",2019,9223.8,20863.5
157,"ManpowerGroup","Wisconsin","Professional Services",70.1,85.2,70.6,54.6,"MAN",20191127,7363,94.51,-0.003585,59840,0.004174,"d",2019,9223.8,20863.5
158,"Tyson Foods","Arkansas","Consumer Goods",70.1,68.1,79,63.3,"TSN",20191120,2011,90.62,0.000884,294676,-0.003756,"d",2019,33097,42405
158,"Tyson Foods","Arkansas","Consumer Goods",70.1,68.1,79,63.3,"TSN",20191121,2011,88.53,-0.023063,294676,-0.001583,"d",2019,33097,42405
158,"Tyson Foods","Arkansas","Consumer Goods",70.1,68.1,79,63.3,"TSN",20191122,2011,86.41,-0.023947,294676,0.002175,"d",2019,33097,42405
158,"Tyson Foods","Arkansas","Consumer Goods",70.1,68.1,79,63.3,"TSN",20191125,2011,88.63,0.025691,294676,0.007507,"d",2019,33097,42405
158,"Tyson Foods","Arkansas","Consumer Goods",70.1,68.1,79,63.3,"TSN",20191126,2011,89.7,0.012073,294676,0.002196,"d",2019,33097,42405
158,"Tyson Foods","Arkansas","Consumer Goods",70.1,68.1,79,63.3,"TSN",20191127,2011,90.09,0.00903,294676,0.004174,"d",2019,33097,42405
159,"Union Pacific","Nebraska","Travel, Transport & Logistics",70,62.2,70.6,77.4,"UNP",20191120,4011,174.09,-0.017384,694200,-0.003756,"d",2019,61673,21708
159,"Union Pacific","Nebraska","Travel, Transport & Logistics",70,62.2,70.6,77.4,"UNP",20191121,4011,174.17,0.00046,694200,-0.001583,"d",2019,61673,21708
159,"Union Pacific","Nebraska","Travel, Transport & Logistics",70,62.2,70.6,77.4,"UNP",20191122,4011,175.94,0.010163,694200,0.002175,"d",2019,61673,21708
159,"Union Pacific","Nebraska","Travel, Transport & Logistics",70,62.2,70.6,77.4,"UNP",20191125,4011,179.89999,0.022508,694200,0.007507,"d",2019,61673,21708
159,"Union Pacific","Nebraska","Travel, Transport & Logistics",70,62.2,70.6,77.4,"UNP",20191126,4011,178.09,-0.010061,694200,0.002196,"d",2019,61673,21708
159,"Union Pacific","Nebraska","Travel, Transport & Logistics",70,62.2,70.6,77.4,"UNP",20191127,4011,177.19,0.000393,694200,0.004174,"d",2019,61673,21708
